#                                                                                                                                                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                                                                        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                                                                ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ursus_arctos____carnivora_XP_026351966.1_zinc_finger_protein_271_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           8.2e-276  917.4 116.1   1.7e-83  282.5  29.4   5.5   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026338093.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_780A-like_[Ursus_arctos_horribilis]                                -          humanprotein         -           5.3e-273  908.1 137.4   8.5e-59  200.9  19.7   6.1   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026345856.1_zinc_finger_protein_470_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.7e-272  906.5 121.9   1.4e-88  299.2  40.3   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026345169.1_zinc_finger_protein_850-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.8e-271  903.1 169.6   3.6e-81  274.8  36.2   5.8   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026345168.1_zinc_finger_protein_418-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           4.9e-271  901.7 168.6   2.8e-81  275.1  36.2   5.8   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026345224.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X2_[Ursus_arctos_horribilis]                      -          humanprotein         -           1.8e-249  830.4 131.3   9.2e-80  270.2  40.5   4.4   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026363525.1_zinc_finger_protein_879_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           9.9e-244  811.5 109.6   1.4e-91  309.1  34.7   4.2   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026366946.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_883-like_[Ursus_arctos_horribilis]                                 -          humanprotein         -           2.9e-237  790.2 113.4   4.1e-78  264.7  29.6   3.6   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026356412.1_zinc_finger_protein_502_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           4.8e-235  782.8 121.6     2e-58  199.7  22.6   5.0   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026347219.1_zinc_finger_protein_850-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           7.9e-234  778.8 119.7   9.1e-86  290.0  33.6   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026347220.1_zinc_finger_protein_850-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           7.9e-234  778.8 119.7   9.1e-86  290.0  33.6   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370372.1_zinc_finger_protein_268_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.4e-233  778.0 102.6   5.9e-69  234.5  22.0   4.4   2   1   3   5   5   4   4 -
Ursus_arctos____carnivora_XP_026370369.1_zinc_finger_protein_268_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.4e-233  778.0 102.6   5.9e-69  234.5  22.0   4.4   2   1   3   5   5   4   4 -
Ursus_arctos____carnivora_XP_026370370.1_zinc_finger_protein_268_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.4e-233  778.0 102.6   5.9e-69  234.5  22.0   4.4   2   1   3   5   5   4   4 -
Ursus_arctos____carnivora_XP_026370371.1_zinc_finger_protein_268_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.4e-233  778.0 102.6   5.9e-69  234.5  22.0   4.4   2   1   3   5   5   4   4 -
Ursus_arctos____carnivora_XP_026345188.1_zinc_finger_protein_132-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           2.9e-233  777.0 116.4   1.8e-60  206.4  30.8   4.7   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026345189.1_zinc_finger_protein_132-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           2.9e-233  777.0 116.4   1.8e-60  206.4  30.8   4.7   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026371974.1_zinc_finger_protein_with_KRAB_and_SCAN_domains_1_isoform_X5_[Ursus_arctos_horribilis]                       -          humanprotein         -           8.2e-233  775.5  95.9     9e-59  200.8  24.1   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026345190.1_zinc_finger_protein_132-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -           8.8e-232  772.1 114.8   1.6e-60  206.6  30.8   4.7   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026366579.1_zinc_finger_protein_300_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.6e-231  770.5 112.5   5.7e-69  234.5  24.8   5.4   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026344104.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_432_[Ursus_arctos_horribilis]                                      -          humanprotein         -             8e-231  768.9  96.5   1.3e-82  279.5  21.0   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026363435.1_zinc_finger_protein_62_homolog_isoform_X2_[Ursus_arctos_horribilis]                                         -          humanprotein         -           7.9e-229  762.3  95.5   8.6e-81  273.5  23.4   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345178.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_17-like_[Ursus_arctos_horribilis]                                  -          humanprotein         -             8e-229  762.3 116.4   5.6e-54  185.0  17.9   7.1   2   2   4   6   6   6   6 -
Ursus_arctos____carnivora_XP_026372091.1_zinc_finger_protein_665-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           3.6e-228  760.1 143.0   7.1e-71  240.8  32.0   4.9   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026335879.1_zinc_finger_protein_2_isoform_X4_[Ursus_arctos_horribilis]                                                  -          humanprotein         -           3.6e-228  760.1 108.1   6.6e-74  250.8  26.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026343964.1_zinc_finger_protein_665-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -             5e-225  749.7 105.4   7.2e-91  306.8  35.4   3.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026363434.1_zinc_finger_protein_62_homolog_isoform_X1_[Ursus_arctos_horribilis]                                         -          humanprotein         -           1.9e-224  747.8  94.3   6.4e-78  264.1  21.1   4.4   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345170.1_zinc_finger_protein_345-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -             5e-220  733.2 118.0   2.3e-49  169.8  15.5   5.6   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026338201.1_zinc_finger_protein_585A-like_[Ursus_arctos_horribilis]                                                     -          humanprotein         -           2.2e-217  724.5  88.3     1e-73  250.2  22.3   5.9   1   1   5   6   6   6   5 -
Ursus_arctos____carnivora_XP_026343991.1_zinc_finger_protein_260-like_isoform_X3_[Ursus_arctos_horribilis]                                           -          humanprotein         -           4.6e-211  703.6 107.5   1.7e-72  246.2  38.4   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370391.1_zinc_finger_protein_84_isoform_X10_[Ursus_arctos_horribilis]                                                -          humanprotein         -           8.6e-211  702.7 108.1   7.1e-71  240.8  30.7   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026343990.1_zinc_finger_protein_260-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -           2.6e-210  701.2 105.3   3.2e-80  271.7  31.3   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026343992.1_zinc_finger_protein_260-like_isoform_X4_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.4e-209  698.8 107.1   1.6e-72  246.2  38.8   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026343988.1_zinc_finger_protein_260-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.4e-209  698.7 107.1   1.6e-72  246.2  38.8   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026343989.1_zinc_finger_protein_260-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.4e-209  698.7 107.1   1.6e-72  246.2  38.8   2.9   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026374459.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_782_[Ursus_arctos_horribilis]                                      -          humanprotein         -           2.6e-208  694.6 120.9     2e-84  285.5  39.5   5.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026357313.1_zinc_finger_protein_197_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.4e-205  685.6  85.6   3.2e-67  228.8  20.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026357309.1_zinc_finger_protein_197_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-205  685.5  85.6   3.2e-67  228.7  20.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026357310.1_zinc_finger_protein_197_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-205  685.5  85.6   3.2e-67  228.7  20.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026357311.1_zinc_finger_protein_197_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-205  685.5  85.6   3.2e-67  228.7  20.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026357312.1_zinc_finger_protein_197_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.5e-205  685.5  85.6   3.2e-67  228.7  20.0   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026347123.1_zinc_finger_protein_665-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           2.2e-205  684.9 121.1   2.6e-59  202.6  22.0   5.9   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026347124.1_zinc_finger_protein_665-like,_partial_[Ursus_arctos_horribilis]                                             -          humanprotein         -           3.1e-205  684.4 121.1   2.7e-59  202.6  21.9   5.9   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026376842.1_zinc_finger_protein_624_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.2e-204  681.6  85.2   6.8e-77  260.7  26.0   5.3   1   1   4   5   5   4   4 -
Ursus_arctos____carnivora_XP_026369560.1_zinc_finger_protein_37_homolog_isoform_X3_[Ursus_arctos_horribilis]                                         -          humanprotein         -           8.4e-201  669.8  92.9     4e-85  287.8  30.6   4.4   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026357314.1_zinc_finger_protein_197_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -             2e-198  661.9  82.7   4.6e-67  228.2  20.2   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026357315.1_zinc_finger_protein_197_isoform_X4_[Ursus_arctos_horribilis]                                                -          humanprotein         -           3.9e-198  661.0  82.1   4.8e-67  228.2  20.3   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026344615.1_zinc_finger_protein_250_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -             9e-197  656.5  86.7   1.5e-74  252.9  25.2   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026344616.1_zinc_finger_protein_250_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -             9e-197  656.5  86.7   1.5e-74  252.9  25.2   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026374455.1_zinc_finger_protein_658_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           3.1e-196  654.7 108.4     2e-80  272.3  32.7   6.0   1   1   5   6   6   6   6 -
Ursus_arctos____carnivora_XP_026344605.1_zinc_finger_protein_252-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.7e-195  652.3 103.2   4.2e-79  268.0  32.1   4.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026344604.1_zinc_finger_protein_252-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           2.8e-195  651.5 103.5   4.1e-79  268.0  32.1   4.6   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337901.1_zinc_finger_protein_180_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           3.8e-194  647.8  96.6   3.7e-82  278.1  33.3   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026340162.1_zinc_finger_protein_420_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.5e-193  645.1  90.3   7.4e-52  178.0  17.0   5.0   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026345171.1_LOW_QUALITY_PROTEIN:_neurotrophin_receptor-interacting_factor_homolog_[Ursus_arctos_horribilis]             -          humanprotein         -           4.2e-193  644.3 116.8     3e-83  281.7  30.6   5.5   2   1   3   5   5   5   5 -
Ursus_arctos____carnivora_XP_026343976.1_zinc_finger_protein_677-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           4.9e-193  644.1  93.6   9.9e-76  256.8  30.9   3.6   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345236.1_zinc_finger_protein_135_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           3.4e-192  641.3  88.0   8.3e-93  313.2  34.0   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345166.1_zinc_finger_protein_551_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           1.8e-189  632.3 105.6   5.2e-69  234.7  31.2   4.4   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026345877.1_LOW_QUALITY_PROTEIN:_zinc_finger_protein_582_[Ursus_arctos_horribilis]                                      -          humanprotein         -           4.4e-189  631.1 111.2   5.8e-49  168.5  11.2   5.0   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026343967.1_zinc_finger_protein_615_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -             3e-188  628.3  96.8   7.5e-78  263.8  28.5   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026376843.1_zinc_finger_protein_624_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.2e-187  625.5  77.6   5.5e-77  261.0  26.0   5.3   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026376844.1_zinc_finger_protein_624_isoform_X3_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.2e-187  625.5  77.6   5.5e-77  261.0  26.0   5.3   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350955.1_zinc_finger_protein_23_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           3.2e-187  624.9  86.6   5.2e-60  204.9  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350956.1_zinc_finger_protein_23_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           3.2e-187  624.9  86.6   5.2e-60  204.9  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350957.1_zinc_finger_protein_23_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           3.2e-187  624.9  86.6   5.2e-60  204.9  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026338202.1_zinc_finger_protein_569_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           5.5e-187  624.2  79.0   8.5e-82  276.9  28.6   3.3   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026350951.1_zinc_finger_protein_23_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           6.8e-187  623.9  86.6   5.8e-60  204.8  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350952.1_zinc_finger_protein_23_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           6.8e-187  623.9  86.6   5.8e-60  204.8  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350953.1_zinc_finger_protein_23_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           6.8e-187  623.9  86.6   5.8e-60  204.8  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026350954.1_zinc_finger_protein_23_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           6.8e-187  623.9  86.6   5.8e-60  204.8  17.9   4.7   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026343966.1_zinc_finger_protein_615_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           9.1e-187  623.4  97.7   8.6e-78  263.6  28.5   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026376840.1_zinc_finger_protein_624_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           1.2e-186  623.1  77.8   9.2e-77  260.2  26.1   5.2   1   1   4   5   5   4   4 -
Ursus_arctos____carnivora_XP_026338203.1_zinc_finger_protein_569_isoform_X2_[Ursus_arctos_horribilis]                                                -          humanprotein         -           2.2e-186  622.2  77.7   5.1e-81  274.3  27.6   3.3   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370373.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370374.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370375.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370376.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370377.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370378.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370379.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370380.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026370381.1_zinc_finger_protein_84_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           2.2e-186  622.2  94.0     5e-64  218.2  26.8   4.0   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026351961.1_zinc_finger_protein_271_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           7.8e-184  613.7  68.0   1.1e-72  246.8  25.1   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026351962.1_zinc_finger_protein_271_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           7.8e-184  613.7  68.0   1.1e-72  246.8  25.1   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026351963.1_zinc_finger_protein_271_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           7.8e-184  613.7  68.0   1.1e-72  246.8  25.1   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026351964.1_zinc_finger_protein_271_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           7.8e-184  613.7  68.0   1.1e-72  246.8  25.1   3.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337110.1_zinc_finger_protein_426-like_[Ursus_arctos_horribilis]                                                      -          humanprotein         -           5.5e-183  610.9  93.6   3.2e-72  245.2  30.4   2.6   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337908.1_zinc_finger_protein_227_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           6.1e-183  610.8 106.3   2.4e-77  262.2  30.7   5.1   1   1   4   5   5   5   5 -
Ursus_arctos____carnivora_XP_026346493.1_zinc_finger_protein_420-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -             1e-181  606.7 105.9   7.7e-78  263.8  43.6   3.8   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026346494.1_zinc_finger_protein_420-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -             1e-181  606.7 105.9   7.7e-78  263.8  43.6   3.8   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026369247.1_zinc_finger_protein_41_isoform_X2_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.3e-181  606.5  91.2   7.4e-81  273.8  30.5   4.4   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026371586.1_zinc_finger_protein_689_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.5e-181  604.4 119.5   5.6e-65  221.3  28.4   3.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026371587.1_zinc_finger_protein_689_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.5e-181  604.4 119.5   5.6e-65  221.3  28.4   3.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026371588.1_zinc_finger_protein_689_[Ursus_arctos_horribilis]                                                           -          humanprotein         -           5.5e-181  604.4 119.5   5.6e-65  221.3  28.4   3.5   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026369245.1_zinc_finger_protein_41_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.3e-180  603.1  90.6     6e-81  274.1  29.9   4.3   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026369246.1_zinc_finger_protein_41_isoform_X1_[Ursus_arctos_horribilis]                                                 -          humanprotein         -           1.3e-180  603.1  90.6     6e-81  274.1  29.9   4.3   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026356409.1_zinc_finger_protein_502_isoform_X1_[Ursus_arctos_horribilis]                                                -          humanprotein         -           6.2e-175  584.4  90.8   3.6e-55  189.0  21.6   3.9   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026347313.1_zinc_finger_protein_658B-like_[Ursus_arctos_horribilis]                                                     -          humanprotein         -           1.9e-174  582.8  92.9   1.5e-76  259.6  34.8   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026347315.1_zinc_finger_protein_658B-like_[Ursus_arctos_horribilis]                                                     -          humanprotein         -           1.9e-174  582.8  92.9   1.5e-76  259.6  34.8   3.5   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337913.1_zinc_finger_protein_226-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -             9e-174  580.5  83.5   8.6e-50  171.2  16.1   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337914.1_zinc_finger_protein_226-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          humanprotein         -             9e-174  580.5  83.5   8.6e-50  171.2  16.1   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337910.1_zinc_finger_protein_226-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.4e-173  579.9  83.5   9.5e-50  171.1  16.1   4.1   1   1   3   4   4   4   4 -
Ursus_arctos____carnivora_XP_026337911.1_zinc_finger_protein_226-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          humanprotein         -           1.4e-173  579.9  83.5   9.5e-50  171.1  16.1   4.1   1   1   3   4   4   4   4 -
